,tnv,distance,velocity,accelerate,hour in date,min in date,moving,inactive,time_difference
22,1,45.94182620958775,0.0382848551746564,3.190404597888038e-05,4,22,True,1.0,20.0
23,1,17.00685748278665,0.0141723812356555,1.1810317696379616e-05,5,2,False,0.0,40.0
24,1,51.29650660659408,0.0426050719323871,3.538627236909228e-05,5,22,True,1.0,20.0
25,1,1378.926845422687,1.1529488674102737,0.000964004069741,5,42,True,1.0,20.0
26,1,8624.310709708938,7.186925591424115,0.00598910465952,6,2,True,1.0,20.0
27,1,2039.2358249934664,1.707902700999553,0.0014304042721939,6,22,True,1.0,20.0
28,1,723.1946867520259,0.5966952860990312,0.000492322843316,6,42,True,1.0,20.0
29,1,3331.7518730289044,2.804504943627024,0.0023606943969924,7,2,True,1.0,20.0
30,1,569.9937754656501,0.4726316546149668,0.0003919002111235,7,22,True,1.0,20.0
31,1,20740.844379837406,17.255278186220803,0.0143554727006828,9,2,True,1.0,20.0
32,1,12116.278796578235,10.09689899714853,0.0084140824976237,9,22,True,1.0,20.0
33,1,12116.278796578235,10.09689899714853,0.0084140824976237,11,22,True,1.0,20.0
34,1,0.0,0.0,0.0,12,22,False,0.0,60.0
35,1,12116.278796578235,10.09689899714853,0.0084140824976237,12,42,True,1.0,20.0
36,1,12116.278796578235,10.09689899714853,0.0084140824976237,13,2,True,1.0,20.0
37,1,0.0,0.0,0.0,13,22,False,0.0,20.0
38,1,6058.8832786465255,5.0490693988721045,0.0042075578323934,13,42,True,1.0,20.0
